question,answers
What breed of dog is Marmaduke in the newspaper cartoon strip of that name?,"{'answer_start': array([139]), 'text': array(['great dane'], dtype=object)}"
Who appears on the reverse of the current Bank of England £10 note?,"{'answer_start': array([71]), 'text': array(['charles darwin'], dtype=object)}"
"Which modern day motor car company made the World War II Japanese aircraft, the 'Zero'?","{'answer_start': array([474]), 'text': array(['mitsubishi'], dtype=object)}"
"Which modern day motor car company made the World War II Japanese aircraft, the 'Zero'?","{'answer_start': array([416]), 'text': array(['mitsubishi'], dtype=object)}"
Which composer of the opera The Bartered Bride died on this date in 1884?,"{'answer_start': array([489]), 'text': array(['smetana'], dtype=object)}"
Which composer of the opera The Bartered Bride died on this date in 1884?,"{'answer_start': array([158]), 'text': array(['smetana'], dtype=object)}"
Which composer of the opera The Bartered Bride died on this date in 1884?,"{'answer_start': array([565]), 'text': array(['smetana'], dtype=object)}"
"Mike Joyce, Johnny Marr, Stephen Morrisey and Andy Rourke were members of which pop group?","{'answer_start': array([605]), 'text': array(['smith'], dtype=object)}"
Nouakchott is the capital of which Islamic African republic?,"{'answer_start': array([497]), 'text': array(['kingdom of mauretania'], dtype=object)}"
"Which was the final battle of King Arthur, at which he was mortally wounded?","{'answer_start': array([26]), 'text': array(['camlann'], dtype=object)}"
"Which was the final battle of King Arthur, at which he was mortally wounded?","{'answer_start': array([388]), 'text': array(['camlann'], dtype=object)}"
"Which was the final battle of King Arthur, at which he was mortally wounded?","{'answer_start': array([532]), 'text': array(['camlann'], dtype=object)}"
"In internet chat room language, what does 'BRB' mean?","{'answer_start': array([500]), 'text': array(['chat abbreviations'], dtype=object)}"
"In internet chat room language, what does 'BRB' mean?","{'answer_start': array([642]), 'text': array(['chat abbreviations'], dtype=object)}"
"In internet chat room language, what does 'BRB' mean?","{'answer_start': array([1057]), 'text': array(['chat abbreviations'], dtype=object)}"
Who wrote the Buddy Holly hit 'It Doesn't Matter Anymore'?,"{'answer_start': array([191]), 'text': array(['paul anka'], dtype=object)}"
Who wrote the Buddy Holly hit 'It Doesn't Matter Anymore'?,"{'answer_start': array([127]), 'text': array(['paul anka'], dtype=object)}"
In which English town is the Georgian colonnade called the Pantiles?,"{'answer_start': array([246]), 'text': array(['tunbridge wells'], dtype=object)}"
In which English town is the Georgian colonnade called the Pantiles?,"{'answer_start': array([124]), 'text': array(['tunbridge wells'], dtype=object)}"
In which English town is the Georgian colonnade called the Pantiles?,"{'answer_start': array([997]), 'text': array(['tunbridge wells'], dtype=object)}"
Accrington Stanley’s biggest league win was 8-0 in 1934 when they beat which club from the Wirral who were members of the Football League from 1923 until 1951?,"{'answer_start': array([822]), 'text': array(['new brighton'], dtype=object)}"
"""The following is the first line from which book?""""1801 - I have just returned from a visit to my landlord"""".""","{'answer_start': array([745]), 'text': array(['wuthering'], dtype=object)}"
"""Which Latin phrase, that translates literally as """"under the rose"""", means 'secretly' or 'in confidence'?""","{'answer_start': array([978]), 'text': array(['sub rosa'], dtype=object)}"
"""Which Latin phrase, that translates literally as """"under the rose"""", means 'secretly' or 'in confidence'?""","{'answer_start': array([24]), 'text': array(['sub rosa'], dtype=object)}"
"""Which Latin phrase, that translates literally as """"under the rose"""", means 'secretly' or 'in confidence'?""","{'answer_start': array([578]), 'text': array(['sub rosa'], dtype=object)}"
"Michael Jackson was one of ten children. Who is the youngest, born in 1966?","{'answer_start': array([383]), 'text': array(['janet'], dtype=object)}"
"Michael Jackson was one of ten children. Who is the youngest, born in 1966?","{'answer_start': array([583]), 'text': array(['janet'], dtype=object)}"
"Michael Jackson was one of ten children. Who is the youngest, born in 1966?","{'answer_start': array([493]), 'text': array(['janet'], dtype=object)}"
"Used when making tea, and deriving from the Russian for 'self brewer', what name is given to the heated metal container traditionally used to heat and boil water in Russia, Iran and Turkey?","{'answer_start': array([406]), 'text': array(['samovar'], dtype=object)}"
"Used when making tea, and deriving from the Russian for 'self brewer', what name is given to the heated metal container traditionally used to heat and boil water in Russia, Iran and Turkey?","{'answer_start': array([685]), 'text': array(['samovar'], dtype=object)}"
"Used when making tea, and deriving from the Russian for 'self brewer', what name is given to the heated metal container traditionally used to heat and boil water in Russia, Iran and Turkey?","{'answer_start': array([888]), 'text': array(['samovar'], dtype=object)}"
"Used when making tea, and deriving from the Russian for 'self brewer', what name is given to the heated metal container traditionally used to heat and boil water in Russia, Iran and Turkey?","{'answer_start': array([509]), 'text': array(['samovar'], dtype=object)}"
In which country's army did Guy Fawkes enlist in 1593?,"{'answer_start': array([934]), 'text': array(['spain'], dtype=object)}"
In which country's army did Guy Fawkes enlist in 1593?,"{'answer_start': array([19]), 'text': array(['spain'], dtype=object)}"
Robert Walden Cassotto achieved fame under what name?,"{'answer_start': array([1347]), 'text': array(['rinky dinks'], dtype=object)}"
"Who were the first ever winners of the FA Cup, in 1872?","{'answer_start': array([1155]), 'text': array(['wanderers'], dtype=object)}"
"Who were the first ever winners of the FA Cup, in 1872?","{'answer_start': array([1422]), 'text': array(['wanderers'], dtype=object)}"
"Donald Neilson was a notorious figure in the 1970's, but how was he better known?","{'answer_start': array([195]), 'text': array(['black panther'], dtype=object)}"
Who created the cartoon character Hagar the Horrible?,"{'answer_start': array([130]), 'text': array(['dik browne'], dtype=object)}"
Who created the cartoon character Hagar the Horrible?,"{'answer_start': array([507]), 'text': array(['dik browne'], dtype=object)}"
In which year was the Royal British Legion founded?,"{'answer_start': array([489]), 'text': array(['1921'], dtype=object)}"
In which year was the Royal British Legion founded?,"{'answer_start': array([1303]), 'text': array(['1921'], dtype=object)}"
In which year was the Royal British Legion founded?,"{'answer_start': array([755]), 'text': array(['1921'], dtype=object)}"
"The trade union Unison was formed by a merger of NALGO, NUPE and which other union?","{'answer_start': array([484]), 'text': array(['cohse'], dtype=object)}"
What is the Spanish word for a 'Bullfight'?,"{'answer_start': array([169]), 'text': array(['corrida'], dtype=object)}"
What is the Spanish word for a 'Bullfight'?,"{'answer_start': array([766]), 'text': array(['corrida'], dtype=object)}"
What is the Spanish word for a 'Bullfight'?,"{'answer_start': array([902]), 'text': array(['corrida'], dtype=object)}"
In which North Yorkshire town is the Green Howards Museum?,"{'answer_start': array([689]), 'text': array(['richmond'], dtype=object)}"
What is the name of the Police Chief in 'The Simpsons'?,"{'answer_start': array([269]), 'text': array(['chief wiggum'], dtype=object)}"
What is the name of the Police Chief in 'The Simpsons'?,"{'answer_start': array([445]), 'text': array(['chief wiggum'], dtype=object)}"
What is the name of the Police Chief in 'The Simpsons'?,"{'answer_start': array([719]), 'text': array(['chief wiggum'], dtype=object)}"
In which gentlemen's club did Phineas Fogg make the bet that he could travel around the world in eighty days?,"{'answer_start': array([670]), 'text': array(['reform club'], dtype=object)}"
Which singer-actress played 'Evita' in the 1996 film of that name?,"{'answer_start': array([358]), 'text': array(['madonna'], dtype=object)}"
Which singer-actress played 'Evita' in the 1996 film of that name?,"{'answer_start': array([1468]), 'text': array(['madonna'], dtype=object)}"
Which geological period is named after an ancient tribe which once inhabited South Wales?,"{'answer_start': array([1233]), 'text': array(['silurian'], dtype=object)}"
Which geological period is named after an ancient tribe which once inhabited South Wales?,"{'answer_start': array([201]), 'text': array(['silurian'], dtype=object)}"
What is the surname of the father and son TV comedy characters with the first names Albert Edward Ladysmith and Harold Albert Kitchener?,"{'answer_start': array([673]), 'text': array(['steptoe'], dtype=object)}"
What is the surname of the father and son TV comedy characters with the first names Albert Edward Ladysmith and Harold Albert Kitchener?,"{'answer_start': array([1134]), 'text': array(['steptoe'], dtype=object)}"
What is the surname of the father and son TV comedy characters with the first names Albert Edward Ladysmith and Harold Albert Kitchener?,"{'answer_start': array([278]), 'text': array(['steptoe'], dtype=object)}"
The Tripitaka is a collection of whose religious teachings?,"{'answer_start': array([1033]), 'text': array(['buddha'], dtype=object)}"
The Tripitaka is a collection of whose religious teachings?,"{'answer_start': array([243]), 'text': array(['buddha'], dtype=object)}"
The Tripitaka is a collection of whose religious teachings?,"{'answer_start': array([889]), 'text': array(['buddha'], dtype=object)}"
"The Estonian, Arvo Part wrote a Cantus to mourn which English composer, who died in 1976?","{'answer_start': array([769]), 'text': array(['benjamin britten'], dtype=object)}"
"The Estonian, Arvo Part wrote a Cantus to mourn which English composer, who died in 1976?","{'answer_start': array([522]), 'text': array(['benjamin britten'], dtype=object)}"
Who coined the term Rock and Roll?,"{'answer_start': array([625]), 'text': array(['alan freed'], dtype=object)}"
Who coined the term Rock and Roll?,"{'answer_start': array([1052]), 'text': array(['alan freed'], dtype=object)}"
Name the first monarch of the House of Lancaster?,"{'answer_start': array([432]), 'text': array(['king henry iv'], dtype=object)}"
Ilich Ramirez Sanchez was a notorious figure in the 1970's. How was he better known?,"{'answer_start': array([370]), 'text': array(['ilich ramirez sanchez'], dtype=object)}"
Ilich Ramirez Sanchez was a notorious figure in the 1970's. How was he better known?,"{'answer_start': array([1641]), 'text': array(['ilich ramirez sanchez'], dtype=object)}"
In which town or city would you find the 'Caledonian Brewery'?,"{'answer_start': array([1294]), 'text': array(['edinburgh'], dtype=object)}"
In which town or city would you find the 'Caledonian Brewery'?,"{'answer_start': array([62]), 'text': array(['edinburgh'], dtype=object)}"
In which town or city would you find the 'Caledonian Brewery'?,"{'answer_start': array([678]), 'text': array(['edinburgh'], dtype=object)}"
What was the first name of Queen Victoria?,"{'answer_start': array([595]), 'text': array(['alexandrina'], dtype=object)}"
"In Edwin Landseer's painting, 'Dignity and Impudence', what kind of creatures are depicted?","{'answer_start': array([1109]), 'text': array(['dogs'], dtype=object)}"
What is the name of the tropical shrub from which the reddish dye is extracted to colourhair?,"{'answer_start': array([182]), 'text': array(['lawsonia inermis'], dtype=object)}"
What is the name of the tropical shrub from which the reddish dye is extracted to colourhair?,"{'answer_start': array([645]), 'text': array(['lawsonia inermis'], dtype=object)}"
Which vegetable do the French call Chou-Fleur?,"{'answer_start': array([133]), 'text': array(['cauliflower'], dtype=object)}"
Which vegetable do the French call Chou-Fleur?,"{'answer_start': array([398]), 'text': array(['cauliflower'], dtype=object)}"
Which vegetable do the French call Chou-Fleur?,"{'answer_start': array([280]), 'text': array(['cauliflower'], dtype=object)}"
"In the human body, what is the common name for the 'Talus bone'?","{'answer_start': array([312]), 'text': array(['ankle joint'], dtype=object)}"
"In the human body, what is the common name for the 'Talus bone'?","{'answer_start': array([939]), 'text': array(['ankle joint'], dtype=object)}"
"In the human body, what is the common name for the 'Talus bone'?","{'answer_start': array([222]), 'text': array(['ankle joint'], dtype=object)}"
To which foodstuff does the adjective 'Butyric' apply?,"{'answer_start': array([65]), 'text': array(['butter'], dtype=object)}"
Which town was the birthplace of David Garrick?,"{'answer_start': array([693]), 'text': array(['hereford'], dtype=object)}"
The name of which month is used for a letter in the phonetic alphabet?,"{'answer_start': array([975]), 'text': array(['november'], dtype=object)}"
Which was the first year that the Queen's Christmas speech was televised?,"{'answer_start': array([1082]), 'text': array(['1957'], dtype=object)}"
Which was the first year that the Queen's Christmas speech was televised?,"{'answer_start': array([61]), 'text': array(['1957'], dtype=object)}"
What fundamental ingredient of many cocktails is produced from the bark of the Cusparia tree?,"{'answer_start': array([360]), 'text': array(['angostura bitters'], dtype=object)}"
What fundamental ingredient of many cocktails is produced from the bark of the Cusparia tree?,"{'answer_start': array([353]), 'text': array(['angostura bitters'], dtype=object)}"
What fundamental ingredient of many cocktails is produced from the bark of the Cusparia tree?,"{'answer_start': array([543]), 'text': array(['angostura bitters'], dtype=object)}"
What term is used for paper placed on an uneven surface and rubbed by crayon or pencil?,"{'answer_start': array([70]), 'text': array(['frottage'], dtype=object)}"
What term is used for paper placed on an uneven surface and rubbed by crayon or pencil?,"{'answer_start': array([1325]), 'text': array(['frottage'], dtype=object)}"
What term is used for paper placed on an uneven surface and rubbed by crayon or pencil?,"{'answer_start': array([701]), 'text': array(['frottage'], dtype=object)}"
"In Greek mythology, who was the mother of Perseus visited by Zeus disguised as a shower of gold?","{'answer_start': array([103]), 'text': array(['danae'], dtype=object)}"
"In Greek mythology, who was the mother of Perseus visited by Zeus disguised as a shower of gold?","{'answer_start': array([950]), 'text': array(['danae'], dtype=object)}"
"In Greek mythology, who was the mother of Perseus visited by Zeus disguised as a shower of gold?","{'answer_start': array([9]), 'text': array(['danae'], dtype=object)}"
"In Greek mythology, who was the mother of Perseus visited by Zeus disguised as a shower of gold?","{'answer_start': array([162]), 'text': array(['danae'], dtype=object)}"
"Who wrote the music for the song, 'Moon River'?","{'answer_start': array([86]), 'text': array(['henry mancini'], dtype=object)}"
"Who wrote the music for the song, 'Moon River'?","{'answer_start': array([712]), 'text': array(['henry mancini'], dtype=object)}"
By what nickname was the American prisoner Robert Franklin Stroud better known?,"{'answer_start': array([322]), 'text': array(['birdman of alcatraz'], dtype=object)}"
By what nickname was the American prisoner Robert Franklin Stroud better known?,"{'answer_start': array([409]), 'text': array(['birdman of alcatraz'], dtype=object)}"
Which word completes Interatrial _______ and Interventricular ________ which are the walls of tissue separating the chambers on the left and right of the heart?,"{'answer_start': array([774]), 'text': array(['septum'], dtype=object)}"
The legal year is divided into four terms. Which term runs from January to April?,"{'answer_start': array([930]), 'text': array(['hilary'], dtype=object)}"
The legal year is divided into four terms. Which term runs from January to April?,"{'answer_start': array([627]), 'text': array(['hilary'], dtype=object)}"
"What is analysed by, and of special interest to, a 'Graphologist'?","{'answer_start': array([842]), 'text': array(['handwriting'], dtype=object)}"
"What is analysed by, and of special interest to, a 'Graphologist'?","{'answer_start': array([398]), 'text': array(['handwriting'], dtype=object)}"
"What is analysed by, and of special interest to, a 'Graphologist'?","{'answer_start': array([306]), 'text': array(['handwriting'], dtype=object)}"
"What is analysed by, and of special interest to, a 'Graphologist'?","{'answer_start': array([107]), 'text': array(['handwriting'], dtype=object)}"
Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?,"{'answer_start': array([300]), 'text': array(['art nouveau'], dtype=object)}"
Which singer's real name is Elaine Bookbinder?,"{'answer_start': array([43]), 'text': array(['elaine bookbinder'], dtype=object)}"
Nebuchadnezzar was the ruler of which ancient kingdom (606-562 BC)?,"{'answer_start': array([685]), 'text': array(['babylon'], dtype=object)}"
Nebuchadnezzar was the ruler of which ancient kingdom (606-562 BC)?,"{'answer_start': array([175]), 'text': array(['babylon'], dtype=object)}"
Nebuchadnezzar was the ruler of which ancient kingdom (606-562 BC)?,"{'answer_start': array([1373]), 'text': array(['babylon'], dtype=object)}"
"An American aided coup in Chile in 1973, deposed which President?","{'answer_start': array([379]), 'text': array(['salvador allende'], dtype=object)}"
"An American aided coup in Chile in 1973, deposed which President?","{'answer_start': array([197]), 'text': array(['salvador allende'], dtype=object)}"
"The working title of which sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'?","{'answer_start': array([571]), 'text': array(['roysten merchant'], dtype=object)}"
"The working title of which sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'?","{'answer_start': array([418]), 'text': array(['roysten merchant'], dtype=object)}"
Which fictional/historical character owned a dog called 'Cabal' (or Cavall)?,"{'answer_start': array([943]), 'text': array(['king arthur'], dtype=object)}"
Which word completes the title of the 1987 Booker Prize winner 'Moon ..........'?,"{'answer_start': array([1025]), 'text': array(['tiger'], dtype=object)}"
Verdigris is a green deposit that develops on which metallic element when exposed to air or seawater?,"{'answer_start': array([570]), 'text': array(['copper'], dtype=object)}"
Verdigris is a green deposit that develops on which metallic element when exposed to air or seawater?,"{'answer_start': array([286]), 'text': array(['copper'], dtype=object)}"
On which island is the holiday resort of Faliraki?,"{'answer_start': array([489]), 'text': array(['rhodes'], dtype=object)}"
On which island is the holiday resort of Faliraki?,"{'answer_start': array([1325]), 'text': array(['rhodes'], dtype=object)}"
"What is the name of the warm dry wind that blows on the est side of the Rocky Mountains in North America, usually in winter and spring?","{'answer_start': array([894]), 'text': array(['chinook'], dtype=object)}"
"What is the name of the warm dry wind that blows on the est side of the Rocky Mountains in North America, usually in winter and spring?","{'answer_start': array([485]), 'text': array(['chinook'], dtype=object)}"
Which director won the 'Oscar' for best Director for the picture 'A Beautiful Mind' in 2001?,"{'answer_start': array([722]), 'text': array(['ron howard'], dtype=object)}"
What word connects bermuda with a Scottish Racecourse?,"{'answer_start': array([285]), 'text': array(['hamilton'], dtype=object)}"
What word connects bermuda with a Scottish Racecourse?,"{'answer_start': array([1195]), 'text': array(['hamilton'], dtype=object)}"
What name is given to a substance that accelerates a chemical reaction without itself being affected?,"{'answer_start': array([538]), 'text': array(['catalyst'], dtype=object)}"
What name is given to a substance that accelerates a chemical reaction without itself being affected?,"{'answer_start': array([228]), 'text': array(['catalyst'], dtype=object)}"
What name is given to a substance that accelerates a chemical reaction without itself being affected?,"{'answer_start': array([1267]), 'text': array(['catalyst'], dtype=object)}"
Who was the youngest ever Pope?,"{'answer_start': array([165]), 'text': array(['benedict ix'], dtype=object)}"
Which English poet and dramatist was jailed for murder of the actor Gabriel Spencer after a duel in 1598?,"{'answer_start': array([64]), 'text': array(['ben jonson'], dtype=object)}"
Papua is a province of which country?,"{'answer_start': array([1362]), 'text': array(['indonesia'], dtype=object)}"
Papua is a province of which country?,"{'answer_start': array([256]), 'text': array(['indonesia'], dtype=object)}"
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes?","{'answer_start': array([1228]), 'text': array(['sugar plum fairy'], dtype=object)}"
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes?","{'answer_start': array([293]), 'text': array(['sugar plum fairy'], dtype=object)}"
Which series of books are illustrated by Mary Grand Pre?,"{'answer_start': array([224]), 'text': array(['harry potter'], dtype=object)}"
Which character was played by Paul McGann in the 1986 TV drama 'The Monocled Mutineer'?,"{'answer_start': array([37]), 'text': array(['percy toplis'], dtype=object)}"
Which character was played by Paul McGann in the 1986 TV drama 'The Monocled Mutineer'?,"{'answer_start': array([536]), 'text': array(['percy toplis'], dtype=object)}"
Nine tenths of the world's Cinnamon is produced on which island nation? It is the only island to which the plant is native?,"{'answer_start': array([370]), 'text': array(['sri lanka'], dtype=object)}"
What was the name of the cruise ship hijacked by the PLO in 1985?,"{'answer_start': array([158]), 'text': array(['achille lauro'], dtype=object)}"
What was the name of the cruise ship hijacked by the PLO in 1985?,"{'answer_start': array([5]), 'text': array(['achille lauro'], dtype=object)}"
What name was given to the day of serious conflict in Londonderry on January 30th 1972?,"{'answer_start': array([702]), 'text': array(['bloody sunday'], dtype=object)}"
"Which US TV series of the 1960's starring Ray Walston as 'Uncle Martin' and Bill Bixby, was remade in 1999 as a film starring Christopher Lloyd and Jeff Daniels?","{'answer_start': array([875]), 'text': array(['uncle martin'], dtype=object)}"
"Which US TV series of the 1960's starring Ray Walston as 'Uncle Martin' and Bill Bixby, was remade in 1999 as a film starring Christopher Lloyd and Jeff Daniels?","{'answer_start': array([1236]), 'text': array(['uncle martin'], dtype=object)}"
"Which US TV series of the 1960's starring Ray Walston as 'Uncle Martin' and Bill Bixby, was remade in 1999 as a film starring Christopher Lloyd and Jeff Daniels?","{'answer_start': array([971]), 'text': array(['uncle martin'], dtype=object)}"
Who did 'Eastenders' character 'Dot Cotton' marry in 2001?,"{'answer_start': array([479]), 'text': array(['jim branning'], dtype=object)}"
What nationality is James Rodriguez who won the Golden Boot Award at the 2014 FIFA World Cup Finals in July having scored six goals?,"{'answer_start': array([598]), 'text': array(['colombia'], dtype=object)}"
What nationality is James Rodriguez who won the Golden Boot Award at the 2014 FIFA World Cup Finals in July having scored six goals?,"{'answer_start': array([6]), 'text': array(['colombia'], dtype=object)}"
Which flower has the Latin name Hyacinthoides non scripta?,"{'answer_start': array([546]), 'text': array(['bluebell'], dtype=object)}"
Which flower has the Latin name Hyacinthoides non scripta?,"{'answer_start': array([459]), 'text': array(['bluebell'], dtype=object)}"
"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?","{'answer_start': array([343]), 'text': array(['felix'], dtype=object)}"
"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?","{'answer_start': array([42]), 'text': array(['felix'], dtype=object)}"
"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?","{'answer_start': array([859]), 'text': array(['felix'], dtype=object)}"
Who was the Liberal Prime Minister of Great Britain from 1855 to 1858?,"{'answer_start': array([849]), 'text': array(['palmerston'], dtype=object)}"
Who was the Liberal Prime Minister of Great Britain from 1855 to 1858?,"{'answer_start': array([54]), 'text': array(['palmerston'], dtype=object)}"
Who was the Liberal Prime Minister of Great Britain from 1855 to 1858?,"{'answer_start': array([1025]), 'text': array(['palmerston'], dtype=object)}"
Which motorway runs from Cambridge to London?,"{'answer_start': array([12]), 'text': array(['m11'], dtype=object)}"
Which motorway runs from Cambridge to London?,"{'answer_start': array([1352]), 'text': array(['m11'], dtype=object)}"
Who won the 'Oscar' for Best Actress in the 1950's film'Born Yesterday'?,"{'answer_start': array([934]), 'text': array(['judy holliday'], dtype=object)}"
'Agar Agar' is a vegetarian alternative to what?,"{'answer_start': array([693]), 'text': array(['gelatin'], dtype=object)}"
'Agar Agar' is a vegetarian alternative to what?,"{'answer_start': array([294]), 'text': array(['gelatin'], dtype=object)}"
"Kingsley Amis, John Gardner and Raymond Benson have written novels about which character, after the death of the original author?","{'answer_start': array([1192]), 'text': array(['james bond'], dtype=object)}"
"Kingsley Amis, John Gardner and Raymond Benson have written novels about which character, after the death of the original author?","{'answer_start': array([1291]), 'text': array(['james bond'], dtype=object)}"
"Kingsley Amis, John Gardner and Raymond Benson have written novels about which character, after the death of the original author?","{'answer_start': array([196]), 'text': array(['james bond'], dtype=object)}"
Who became the first President of newly independent Ghanain 1957?,"{'answer_start': array([524]), 'text': array(['kwame nkrumah'], dtype=object)}"
Actress Sinead Cusack is married to which 'Oscar' winning actor?,"{'answer_start': array([831]), 'text': array(['jeremy irons'], dtype=object)}"
Actress Sinead Cusack is married to which 'Oscar' winning actor?,"{'answer_start': array([505]), 'text': array(['jeremy irons'], dtype=object)}"
"Which great composer's only ballets were, 'The Creatures Of Prometheus' and 'Ritterballet'?","{'answer_start': array([428]), 'text': array(['beethoven'], dtype=object)}"
"Which great composer's only ballets were, 'The Creatures Of Prometheus' and 'Ritterballet'?","{'answer_start': array([786]), 'text': array(['beethoven'], dtype=object)}"
"Which great composer's only ballets were, 'The Creatures Of Prometheus' and 'Ritterballet'?","{'answer_start': array([884]), 'text': array(['beethoven'], dtype=object)}"
"With a surface area of 56km2, which Scottish loch is, in terms of surface area, the second largest inland body of water in Great Britain?","{'answer_start': array([372]), 'text': array(['loch ness'], dtype=object)}"
"With a surface area of 56km2, which Scottish loch is, in terms of surface area, the second largest inland body of water in Great Britain?","{'answer_start': array([50]), 'text': array(['loch ness'], dtype=object)}"
Which operatic heroine dies by throwing herself from the Castel Sant’Angelo in Rome?,"{'answer_start': array([609]), 'text': array(['tosca'], dtype=object)}"
"Every simply connected, closed 3-manifold is homeomorphic to the 3-sphere. Stated above is what mathematical problem named for a Frenchman that defied experts for a century before it was solved by Grigori Perelman in 2006?","{'answer_start': array([390]), 'text': array(['poincaré conjecture'], dtype=object)}"
"Every simply connected, closed 3-manifold is homeomorphic to the 3-sphere. Stated above is what mathematical problem named for a Frenchman that defied experts for a century before it was solved by Grigori Perelman in 2006?","{'answer_start': array([149]), 'text': array(['poincaré conjecture'], dtype=object)}"
What was Kerry Packer's media company called?,"{'answer_start': array([1316]), 'text': array(['consolidated press'], dtype=object)}"
What was Kerry Packer's media company called?,"{'answer_start': array([657]), 'text': array(['consolidated press'], dtype=object)}"
A 'Comedo' is the medical name for what?,"{'answer_start': array([763]), 'text': array(['comedones'], dtype=object)}"
A 'Comedo' is the medical name for what?,"{'answer_start': array([592]), 'text': array(['comedones'], dtype=object)}"
A 'Comedo' is the medical name for what?,"{'answer_start': array([709]), 'text': array(['comedones'], dtype=object)}"
"What was 'Bifrost', the bridge that led to 'Asgard' in Scandinavian mythology?","{'answer_start': array([232]), 'text': array(['rainbow'], dtype=object)}"
"What was 'Bifrost', the bridge that led to 'Asgard' in Scandinavian mythology?","{'answer_start': array([1133]), 'text': array(['rainbow'], dtype=object)}"
"What was 'Bifrost', the bridge that led to 'Asgard' in Scandinavian mythology?","{'answer_start': array([1198]), 'text': array(['rainbow'], dtype=object)}"
Which Greek philosopher taught at the Lyceum?,"{'answer_start': array([265]), 'text': array(['aristotle'], dtype=object)}"
Which burowing animal livesin a 'Citadel'?,"{'answer_start': array([1293]), 'text': array(['mole'], dtype=object)}"
Who wrote the Cliff Richard number one hit 'Living Doll'?,"{'answer_start': array([237]), 'text': array(['lionel bart'], dtype=object)}"
Who wrote the Cliff Richard number one hit 'Living Doll'?,"{'answer_start': array([854]), 'text': array(['lionel bart'], dtype=object)}"
Who wrote the Cliff Richard number one hit 'Living Doll'?,"{'answer_start': array([1163]), 'text': array(['lionel bart'], dtype=object)}"
"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""","{'answer_start': array([181]), 'text': array(['bill clinton'], dtype=object)}"
In 1932 which British physicist discovered the part of the nucleus of an atom which was later called the neutron?,"{'answer_start': array([12]), 'text': array(['james chadwick'], dtype=object)}"
In 1932 which British physicist discovered the part of the nucleus of an atom which was later called the neutron?,"{'answer_start': array([853]), 'text': array(['james chadwick'], dtype=object)}"
Who preceded Neil Kinnock as leader of the British Labour Party?,"{'answer_start': array([1116]), 'text': array(['michael foot'], dtype=object)}"
"What is the name of the hybrid dog, or designer breed, which is a cross of a Labrador and a Poodle?","{'answer_start': array([710]), 'text': array(['labradoodle'], dtype=object)}"
"What is the name of the hybrid dog, or designer breed, which is a cross of a Labrador and a Poodle?","{'answer_start': array([814]), 'text': array(['labradoodle'], dtype=object)}"
Which English brewer produces 'Spitfire' Kentish ale?,"{'answer_start': array([1135]), 'text': array(['bishops finger'], dtype=object)}"
Which English brewer produces 'Spitfire' Kentish ale?,"{'answer_start': array([322]), 'text': array(['bishops finger'], dtype=object)}"
"The daughter of the extravagant baronet 'Sir Walter Eliot', 'Anne Eliot is the central character in which of Jane Austen's novels?","{'answer_start': array([631]), 'text': array(['persuasion'], dtype=object)}"
"The daughter of the extravagant baronet 'Sir Walter Eliot', 'Anne Eliot is the central character in which of Jane Austen's novels?","{'answer_start': array([1377]), 'text': array(['persuasion'], dtype=object)}"
What was the name of the 'Birdman of Alcatraz'?,"{'answer_start': array([16]), 'text': array(['birdman of alcatraz'], dtype=object)}"
What was the name of the 'Birdman of Alcatraz'?,"{'answer_start': array([705]), 'text': array(['birdman of alcatraz'], dtype=object)}"
In which film did Bruce Willis play the character 'Harry Stamper'?,"{'answer_start': array([974]), 'text': array(['armageddon'], dtype=object)}"
"""Who famously said after the 'Dunblane Massacre', """"If a cricketer for instance, suddenly decided to go into a school and batter a lot of people to death with a cricket bat, which he could do very easily, I mean, are you going to ban cricket bats""""?""","{'answer_start': array([935]), 'text': array(['duke of edinburgh'], dtype=object)}"
"""Who famously said after the 'Dunblane Massacre', """"If a cricketer for instance, suddenly decided to go into a school and batter a lot of people to death with a cricket bat, which he could do very easily, I mean, are you going to ban cricket bats""""?""","{'answer_start': array([551]), 'text': array(['duke of edinburgh'], dtype=object)}"
His debut album 'Disc-Overy' was released in 2010. By what stage-name id Patrick Chukwuemeka Okogwu better known?,"{'answer_start': array([215]), 'text': array(['tinie tempah'], dtype=object)}"
His debut album 'Disc-Overy' was released in 2010. By what stage-name id Patrick Chukwuemeka Okogwu better known?,"{'answer_start': array([959]), 'text': array(['tinie tempah'], dtype=object)}"
His debut album 'Disc-Overy' was released in 2010. By what stage-name id Patrick Chukwuemeka Okogwu better known?,"{'answer_start': array([8]), 'text': array(['tinie tempah'], dtype=object)}"
